"","CNTSTUID","CNT.x","ST001D01T","ST004D01T","STRATUM","ave_cr_social","ave_cr","ave_emp"
"1",41000001,"KOR",10,2,"KOR02",NA,NA,2.8
"2",41000002,"KOR",10,1,"KOR02",2,1.64285714285714,2.8
"3",41000003,"KOR",10,1,"KOR03",NA,NA,4
"4",41000004,"KOR",10,1,"KOR02",NA,1.61538461538462,3
"5",41000005,"KOR",10,1,"KOR02",1.66666666666667,1.5,3.6
"6",41000006,"KOR",10,2,"KOR02",1.75,1.55555555555556,3.2
"7",41000007,"KOR",10,2,"KOR02",NA,NA,2.6
"8",41000008,"KOR",10,1,"KOR02",NA,NA,3
"9",41000009,"KOR",10,1,"KOR02",NA,NA,4
"10",41000010,"KOR",10,1,"KOR02",NA,NA,4.2
"11",41000011,"KOR",10,1,"KOR02",2,1.55555555555556,2.6
"12",41000012,"KOR",10,2,"KOR04",0.666666666666667,1.11111111111111,4
"13",41000013,"KOR",10,2,"KOR02",NA,NA,3.8
"14",41000014,"KOR",10,2,"KOR02",NA,NA,2.8
"15",41000015,"KOR",10,1,"KOR02",1.2,1.21428571428571,3.2
"16",41000016,"KOR",10,2,"KOR02",NA,NA,3.4
"17",41000017,"KOR",10,1,"KOR02",NA,NA,3.6
"18",41000018,"KOR",10,2,"KOR02",NA,NA,4
"19",41000020,"KOR",10,2,"KOR02",NA,NA,2.8
"20",41000021,"KOR",10,2,"KOR02",NA,NA,3.2
"21",41000022,"KOR",10,2,"KOR02",2,0.923076923076923,4
"22",41000023,"KOR",10,1,"KOR02",NA,NA,3
"23",41000024,"KOR",10,2,"KOR02",NA,NA,3.2
"24",41000025,"KOR",10,2,"KOR03",NA,NA,4.4
"25",41000026,"KOR",10,1,"KOR02",NA,NA,3.2
"26",41000027,"KOR",10,1,"KOR02",NA,NA,2.6
"27",41000028,"KOR",10,2,"KOR02",NA,NA,4.2
"28",41000029,"KOR",10,1,"KOR02",0,0.857142857142857,3
"29",41000030,"KOR",10,1,"KOR02",NA,NA,2.6
"30",41000031,"KOR",10,1,"KOR02",1.33333333333333,1.33333333333333,3.8
"31",41000032,"KOR",10,2,"KOR02",2,1.53333333333333,2.8
"32",41000033,"KOR",10,1,"KOR02",1,1.15384615384615,3.2
"33",41000034,"KOR",10,2,"KOR02",1.66666666666667,1.33333333333333,3.2
"34",41000035,"KOR",10,2,"KOR02",1,1.2,3.4
"35",41000036,"KOR",10,1,"KOR02",2,1.66666666666667,1.8
"36",41000037,"KOR",10,1,"KOR02",0.5,1.4,3.4
"37",41000039,"KOR",10,2,"KOR02",NA,NA,2.8
"38",41000040,"KOR",10,2,"KOR02",NA,NA,3.6
"39",41000041,"KOR",10,1,"KOR03",NA,NA,2.6
"40",41000042,"KOR",10,1,"KOR02",0.5,1,2.8
"41",41000043,"KOR",10,2,"KOR02",NA,NA,3
"42",41000044,"KOR",10,2,"KOR03",NA,NA,3.4
"43",41000045,"KOR",10,2,"KOR03",NA,NA,3
"44",41000046,"KOR",10,2,"KOR02",NA,NA,3.6
"45",41000047,"KOR",9,1,"KOR01",NA,NA,2.4
"46",41000048,"KOR",10,2,"KOR03",NA,NA,3
"47",41000049,"KOR",10,1,"KOR02",1.75,1.55555555555556,3.6
"48",41000050,"KOR",10,1,"KOR02",NA,NA,3
"49",41000051,"KOR",10,1,"KOR03",NA,NA,1.8
"50",41000052,"KOR",10,2,"KOR02",NA,NA,NA
"51",41000053,"KOR",10,2,"KOR03",NA,NA,3.2
"52",41000054,"KOR",10,2,"KOR02",1.66666666666667,1.53846153846154,3.8
"53",41000055,"KOR",10,2,"KOR03",1,1.22222222222222,3.2
"54",41000056,"KOR",10,2,"KOR02",NA,NA,3.4
"55",41000057,"KOR",10,2,"KOR02",NA,NA,3
"56",41000058,"KOR",10,1,"KOR02",NA,NA,2.8
"57",41000059,"KOR",10,1,"KOR02",NA,NA,3.2
"58",41000060,"KOR",10,1,"KOR02",NA,NA,3.2
"59",41000061,"KOR",10,2,"KOR02",NA,NA,2.6
"60",41000062,"KOR",10,2,"KOR02",NA,NA,3.6
"61",41000063,"KOR",10,1,"KOR03",NA,NA,3
"62",41000064,"KOR",10,2,"KOR02",NA,0.6,NA
"63",41000065,"KOR",9,2,"KOR01",1,1.11111111111111,3.2
"64",41000066,"KOR",10,1,"KOR02",2,1.4,3.6
"65",41000067,"KOR",10,2,"KOR02",NA,NA,3.2
"66",41000069,"KOR",10,1,"KOR02",1.75,1.77777777777778,3.4
"67",41000070,"KOR",10,2,"KOR02",NA,NA,2.8
"68",41000071,"KOR",10,1,"KOR02",NA,NA,3
"69",41000072,"KOR",10,2,"KOR02",NA,NA,3.4
"70",41000073,"KOR",10,1,"KOR02",1,0.8,3.2
"71",41000074,"KOR",10,1,"KOR02",NA,NA,2.6
"72",41000075,"KOR",10,2,"KOR03",NA,NA,4
"73",41000076,"KOR",10,1,"KOR02",NA,NA,3.8
"74",41000077,"KOR",10,1,"KOR02",1,1.42857142857143,3.4
"75",41000078,"KOR",10,1,"KOR02",NA,NA,3
"76",41000079,"KOR",10,2,"KOR03",NA,NA,3.2
"77",41000080,"KOR",10,1,"KOR03",NA,NA,3.4
"78",41000081,"KOR",10,2,"KOR02",0.5,1.33333333333333,3.4
"79",41000082,"KOR",10,1,"KOR03",0.666666666666667,1.11111111111111,3.2
"80",41000083,"KOR",10,1,"KOR02",1.33333333333333,1.6,3.2
"81",41000084,"KOR",10,2,"KOR02",NA,NA,2.4
"82",41000085,"KOR",10,2,"KOR02",NA,NA,3
"83",41000086,"KOR",10,2,"KOR02",NA,NA,3.4
"84",41000087,"KOR",10,1,"KOR02",NA,NA,3.8
"85",41000088,"KOR",10,2,"KOR03",NA,NA,2.2
"86",41000089,"KOR",10,1,"KOR02",2,1.35714285714286,3.8
"87",41000091,"KOR",10,2,"KOR02",0.6,1.07142857142857,2.6
"88",41000092,"KOR",10,1,"KOR02",NA,NA,2.8
"89",41000093,"KOR",10,1,"KOR02",1.4,1.35714285714286,3
"90",41000094,"KOR",10,2,"KOR02",1.66666666666667,1.33333333333333,4.2
"91",41000095,"KOR",9,2,"KOR01",NA,NA,2.8
"92",41000096,"KOR",10,2,"KOR02",NA,NA,3.2
"93",41000097,"KOR",10,1,"KOR02",NA,NA,3.8
"94",41000098,"KOR",10,1,"KOR02",NA,NA,3
"95",41000099,"KOR",10,1,"KOR02",2,1.64285714285714,3.2
"96",41000100,"KOR",10,1,"KOR03",NA,NA,3.2
"97",41000102,"KOR",10,2,"KOR02",NA,NA,3
"98",41000103,"KOR",10,1,"KOR02",1.8,1.57142857142857,2.8
"99",41000104,"KOR",10,1,"KOR02",NA,1.53333333333333,3.2
"100",41000105,"KOR",10,1,"KOR02",NA,1.4,3
"101",41000106,"KOR",10,2,"KOR02",NA,NA,3.2
"102",41000107,"KOR",10,2,"KOR02",NA,NA,3
"103",41000109,"KOR",10,1,"KOR02",NA,1.28571428571429,3.6
"104",41000110,"KOR",10,1,"KOR02",0.666666666666667,1.07142857142857,3.2
"105",41000111,"KOR",10,1,"KOR02",NA,NA,1.8
"106",41000112,"KOR",9,2,"KOR01",1.66666666666667,1.28571428571429,3.6
"107",41000113,"KOR",10,2,"KOR02",1,1.44444444444444,3.6
"108",41000114,"KOR",10,1,"KOR02",NA,NA,3
"109",41000115,"KOR",10,1,"KOR02",2,1.77777777777778,3.4
"110",41000116,"KOR",10,2,"KOR02",NA,NA,3.4
"111",41000117,"KOR",10,2,"KOR02",NA,NA,3.8
"112",41000118,"KOR",10,1,"KOR03",2,1.27272727272727,NA
"113",41000119,"KOR",10,2,"KOR02",NA,NA,2.8
"114",41000120,"KOR",10,2,"KOR03",NA,NA,4
"115",41000122,"KOR",10,2,"KOR02",NA,NA,3.6
"116",41000123,"KOR",10,1,"KOR02",NA,NA,2
"117",41000124,"KOR",9,2,"KOR01",NA,NA,3.2
"118",41000125,"KOR",10,2,"KOR02",1.25,1.11111111111111,2.6
"119",41000126,"KOR",10,1,"KOR02",NA,NA,4.2
"120",41000127,"KOR",10,1,"KOR02",2,1.5,3.2
"121",41000129,"KOR",10,2,"KOR02",NA,NA,NA
"122",41000130,"KOR",10,2,"KOR02",NA,NA,3
"123",41000131,"KOR",10,2,"KOR02",NA,NA,3.4
"124",41000132,"KOR",10,2,"KOR03",NA,NA,3
"125",41000133,"KOR",10,1,"KOR02",0.5,0.857142857142857,3.6
"126",41000135,"KOR",10,1,"KOR02",1.5,1.6,3.6
"127",41000136,"KOR",10,2,"KOR03",NA,NA,3.2
"128",41000137,"KOR",10,2,"KOR02",0,0,3
"129",41000138,"KOR",9,2,"KOR01",NA,NA,4
"130",41000139,"KOR",10,1,"KOR02",NA,NA,3.2
"131",41000140,"KOR",10,1,"KOR02",NA,NA,3
"132",41000141,"KOR",10,2,"KOR03",NA,NA,3
"133",41000142,"KOR",9,2,"KOR01",NA,NA,3.2
"134",41000143,"KOR",10,2,"KOR03",NA,NA,3.6
"135",41000144,"KOR",10,1,"KOR02",NA,NA,3.2
"136",41000145,"KOR",9,1,"KOR05",NA,NA,4
"137",41000146,"KOR",10,1,"KOR02",NA,NA,3
"138",41000147,"KOR",10,2,"KOR02",NA,NA,3.2
"139",41000148,"KOR",10,1,"KOR03",NA,NA,2.6
"140",41000149,"KOR",10,1,"KOR02",NA,NA,3
"141",41000150,"KOR",10,1,"KOR02",NA,NA,2.2
"142",41000151,"KOR",10,1,"KOR02",NA,NA,3
"143",41000152,"KOR",10,1,"KOR02",NA,NA,4.8
"144",41000153,"KOR",10,2,"KOR02",NA,NA,3.2
"145",41000154,"KOR",10,2,"KOR02",NA,NA,3.4
"146",41000155,"KOR",10,2,"KOR04",NA,NA,3.2
"147",41000156,"KOR",10,2,"KOR02",0.5,1,3.6
"148",41000157,"KOR",10,1,"KOR02",NA,NA,2.6
"149",41000159,"KOR",10,2,"KOR03",NA,NA,3.2
"150",41000160,"KOR",10,2,"KOR02",NA,NA,2.6
"151",41000162,"KOR",10,1,"KOR02",0,1.18181818181818,3
"152",41000163,"KOR",10,1,"KOR03",NA,NA,3.6
"153",41000164,"KOR",10,2,"KOR02",NA,NA,3
"154",41000165,"KOR",10,2,"KOR02",NA,NA,3.2
"155",41000166,"KOR",10,2,"KOR03",NA,NA,3.4
"156",41000167,"KOR",10,1,"KOR02",NA,NA,3
"157",41000168,"KOR",10,1,"KOR02",1,1.44444444444444,3.6
"158",41000169,"KOR",10,2,"KOR02",NA,NA,3.6
"159",41000170,"KOR",10,2,"KOR02",NA,NA,2.6
"160",41000171,"KOR",9,2,"KOR01",NA,NA,3.8
"161",41000172,"KOR",10,2,"KOR02",NA,NA,3.2
"162",41000173,"KOR",10,2,"KOR02",NA,1.33333333333333,2.6
"163",41000174,"KOR",10,1,"KOR02",NA,1.21428571428571,3.8
"164",41000175,"KOR",10,1,"KOR02",NA,NA,3.2
"165",41000176,"KOR",10,2,"KOR02",NA,NA,3
"166",41000177,"KOR",10,2,"KOR02",NA,NA,3.6
"167",41000178,"KOR",10,2,"KOR02",NA,NA,3.8
"168",41000180,"KOR",10,1,"KOR02",NA,NA,3.6
"169",41000182,"KOR",10,2,"KOR02",0,0.866666666666667,4
"170",41000183,"KOR",10,2,"KOR02",1,1.07142857142857,3.4
"171",41000184,"KOR",10,1,"KOR02",NA,NA,4.2
"172",41000185,"KOR",10,2,"KOR02",NA,NA,3.2
"173",41000186,"KOR",10,2,"KOR02",1.33333333333333,1.26666666666667,3.4
"174",41000187,"KOR",10,1,"KOR02",1.66666666666667,1.66666666666667,3
"175",41000188,"KOR",10,2,"KOR03",NA,NA,3.6
"176",41000189,"KOR",10,1,"KOR02",NA,NA,3.2
"177",41000191,"KOR",10,1,"KOR02",NA,NA,3.2
"178",41000192,"KOR",9,1,"KOR01",2,1.4,4.4
"179",41000193,"KOR",10,1,"KOR03",NA,NA,2.2
"180",41000194,"KOR",10,2,"KOR02",1.6,1.42857142857143,2.8
"181",41000195,"KOR",10,2,"KOR03",NA,NA,3
"182",41000196,"KOR",10,1,"KOR02",NA,NA,2.8
"183",41000197,"KOR",10,1,"KOR02",1.33333333333333,1.33333333333333,3.6
"184",41000198,"KOR",10,1,"KOR02",NA,1.26666666666667,2.2
"185",41000199,"KOR",10,1,"KOR02",NA,NA,3
"186",41000200,"KOR",10,1,"KOR02",NA,NA,3.4
"187",41000201,"KOR",10,2,"KOR03",NA,NA,3.4
"188",41000202,"KOR",10,1,"KOR02",1.5,1.11111111111111,4.2
"189",41000203,"KOR",10,1,"KOR02",NA,NA,2.8
"190",41000204,"KOR",10,2,"KOR02",NA,NA,2.8
"191",41000205,"KOR",10,2,"KOR02",NA,NA,3.4
"192",41000206,"KOR",10,1,"KOR02",NA,NA,2.6
"193",41000207,"KOR",10,2,"KOR02",NA,NA,3.8
"194",41000208,"KOR",10,1,"KOR03",NA,NA,2.6
"195",41000209,"KOR",10,1,"KOR02",NA,NA,3.2
"196",41000210,"KOR",10,2,"KOR02",NA,NA,4.8
"197",41000211,"KOR",10,2,"KOR02",1.5,1.21428571428571,3.8
"198",41000213,"KOR",9,2,"KOR01",0,0.75,3
"199",41000214,"KOR",10,1,"KOR02",NA,NA,2.8
"200",41000215,"KOR",10,2,"KOR02",1.6,1.57142857142857,3.6
"201",41000216,"KOR",10,2,"KOR02",NA,NA,3.6
"202",41000217,"KOR",10,2,"KOR02",1,1.21428571428571,3.6
"203",41000218,"KOR",10,2,"KOR02",0.666666666666667,1.4,3.4
"204",41000219,"KOR",10,1,"KOR02",NA,NA,2.4
"205",41000220,"KOR",10,1,"KOR02",0.75,1.22222222222222,3.2
"206",41000221,"KOR",10,2,"KOR02",1.4,1.57142857142857,3.6
"207",41000222,"KOR",10,1,"KOR02",NA,NA,5
"208",41000224,"KOR",9,1,"KOR01",NA,NA,4.6
"209",41000225,"KOR",10,2,"KOR02",NA,NA,2.8
"210",41000226,"KOR",10,2,"KOR02",NA,NA,3.4
"211",41000227,"KOR",10,1,"KOR03",NA,NA,2
"212",41000228,"KOR",10,2,"KOR03",1,0.777777777777778,5
"213",41000229,"KOR",10,2,"KOR02",NA,NA,3.8
"214",41000230,"KOR",10,1,"KOR02",NA,NA,2.6
"215",41000231,"KOR",10,1,"KOR02",NA,1.45454545454545,4.4
"216",41000232,"KOR",10,1,"KOR02",NA,NA,3.8
"217",41000234,"KOR",10,2,"KOR02",NA,1.06666666666667,4
"218",41000235,"KOR",10,2,"KOR02",NA,NA,3
"219",41000236,"KOR",10,2,"KOR03",NA,NA,3.2
"220",41000237,"KOR",10,2,"KOR03",NA,NA,2.6
"221",41000238,"KOR",10,1,"KOR02",1,1.5,3.6
"222",41000239,"KOR",10,2,"KOR03",1,0.75,3.6
"223",41000240,"KOR",10,2,"KOR02",0.333333333333333,1.4,3.8
"224",41000241,"KOR",10,2,"KOR03",0,1.11111111111111,3.4
"225",41000242,"KOR",10,2,"KOR03",NA,NA,2.6
"226",41000243,"KOR",10,2,"KOR02",NA,NA,3
"227",41000244,"KOR",10,1,"KOR02",NA,NA,3.6
"228",41000245,"KOR",10,2,"KOR02",NA,1.6,3
"229",41000246,"KOR",10,2,"KOR02",NA,NA,3
"230",41000247,"KOR",10,2,"KOR02",NA,NA,3.4
"231",41000248,"KOR",10,2,"KOR02",NA,NA,3
"232",41000249,"KOR",10,2,"KOR02",NA,NA,3.2
"233",41000251,"KOR",10,2,"KOR02",NA,NA,3
"234",41000252,"KOR",10,1,"KOR02",NA,NA,3.6
"235",41000253,"KOR",10,2,"KOR02",NA,NA,3
"236",41000254,"KOR",10,1,"KOR02",NA,NA,4
"237",41000255,"KOR",10,1,"KOR02",NA,NA,2.2
"238",41000256,"KOR",10,1,"KOR02",2,1.5,3.6
"239",41000257,"KOR",10,2,"KOR02",NA,NA,3
"240",41000258,"KOR",10,2,"KOR02",1.66666666666667,1.66666666666667,3.4
"241",41000259,"KOR",10,1,"KOR02",NA,NA,3
"242",41000260,"KOR",10,2,"KOR02",1,1.375,3
"243",41000261,"KOR",10,1,"KOR02",NA,NA,2.8
"244",41000262,"KOR",10,2,"KOR02",NA,NA,3
"245",41000263,"KOR",10,2,"KOR02",NA,NA,3.2
"246",41000264,"KOR",10,1,"KOR02",1.25,1.11111111111111,3
"247",41000265,"KOR",10,1,"KOR02",1.5,1.41666666666667,3
"248",41000266,"KOR",10,2,"KOR02",NA,NA,3
"249",41000267,"KOR",10,1,"KOR02",2,1.2,3.4
"250",41000268,"KOR",10,2,"KOR02",1,0.8,3
"251",41000269,"KOR",10,2,"KOR02",NA,NA,3
"252",41000270,"KOR",10,2,"KOR02",NA,NA,2.8
"253",41000271,"KOR",10,1,"KOR03",NA,1.22222222222222,2.8
"254",41000272,"KOR",10,2,"KOR02",1,1.22222222222222,3
"255",41000273,"KOR",10,2,"KOR02",NA,NA,4
"256",41000275,"KOR",10,2,"KOR02",1,1.28571428571429,3.4
"257",41000277,"KOR",10,1,"KOR02",NA,NA,2.6
"258",41000278,"KOR",10,2,"KOR03",NA,NA,2.8
"259",41000279,"KOR",10,2,"KOR02",NA,NA,3.2
"260",41000280,"KOR",10,2,"KOR02",1.5,1.22222222222222,3.8
"261",41000281,"KOR",10,1,"KOR02",NA,NA,3.6
"262",41000282,"KOR",10,1,"KOR02",NA,NA,2.6
"263",41000283,"KOR",10,2,"KOR02",NA,1.53333333333333,3.2
"264",41000284,"KOR",10,2,"KOR02",NA,NA,3.4
"265",41000285,"KOR",10,1,"KOR02",NA,NA,2.8
"266",41000286,"KOR",10,2,"KOR02",0,0.3,3.8
"267",41000287,"KOR",10,2,"KOR02",NA,NA,3
"268",41000288,"KOR",10,2,"KOR02",NA,NA,4
"269",41000289,"KOR",10,1,"KOR02",1.8,1.42857142857143,4.4
"270",41000290,"KOR",10,1,"KOR02",2,0.888888888888889,3.4
"271",41000291,"KOR",10,1,"KOR02",2,1.64285714285714,4
"272",41000293,"KOR",10,1,"KOR04",NA,NA,2.4
"273",41000294,"KOR",10,2,"KOR02",2,1.33333333333333,3
"274",41000295,"KOR",10,2,"KOR02",NA,NA,3.6
"275",41000296,"KOR",10,2,"KOR02",1.4,1.42857142857143,3
"276",41000297,"KOR",10,2,"KOR03",NA,NA,3.6
"277",41000298,"KOR",10,2,"KOR02",NA,NA,3.2
"278",41000299,"KOR",10,2,"KOR02",NA,NA,3.2
"279",41000300,"KOR",10,2,"KOR02",NA,NA,3.4
"280",41000301,"KOR",10,2,"KOR02",NA,NA,2.2
"281",41000302,"KOR",10,1,"KOR02",NA,NA,3.4
"282",41000303,"KOR",10,1,"KOR02",NA,NA,3.2
"283",41000304,"KOR",10,1,"KOR02",2,1.55555555555556,3.6
"284",41000305,"KOR",10,2,"KOR03",NA,NA,2.4
"285",41000306,"KOR",10,1,"KOR02",NA,NA,3.2
"286",41000307,"KOR",9,1,"KOR01",NA,NA,3.2
"287",41000308,"KOR",10,1,"KOR02",1,1.25,3.6
"288",41000309,"KOR",10,2,"KOR02",NA,1.64285714285714,3.4
"289",41000310,"KOR",9,2,"KOR01",NA,NA,2.8
"290",41000311,"KOR",10,2,"KOR02",NA,NA,2.6
"291",41000312,"KOR",10,2,"KOR03",0,0.875,2.8
"292",41000313,"KOR",10,2,"KOR02",NA,NA,2.8
"293",41000314,"KOR",9,1,"KOR01",NA,NA,3
"294",41000315,"KOR",10,1,"KOR02",2,1.64285714285714,3
"295",41000316,"KOR",10,1,"KOR02",NA,NA,2.4
"296",41000317,"KOR",10,1,"KOR03",NA,NA,2
"297",41000318,"KOR",10,1,"KOR03",NA,NA,2.8
"298",41000319,"KOR",10,1,"KOR02",NA,NA,2.8
"299",41000320,"KOR",10,1,"KOR02",NA,NA,4
"300",41000321,"KOR",10,2,"KOR02",NA,NA,2.8
"301",41000323,"KOR",10,2,"KOR02",1.66666666666667,1.33333333333333,2.6
"302",41000324,"KOR",10,1,"KOR02",NA,NA,3.2
"303",41000325,"KOR",10,1,"KOR02",NA,NA,3
"304",41000326,"KOR",10,1,"KOR02",NA,NA,3
"305",41000328,"KOR",10,1,"KOR02",2,1.33333333333333,3.4
"306",41000329,"KOR",10,1,"KOR02",0.25,0.666666666666667,4.4
"307",41000331,"KOR",10,2,"KOR02",NA,NA,3.2
"308",41000332,"KOR",10,2,"KOR02",NA,1,2.6
"309",41000333,"KOR",9,2,"KOR01",NA,NA,2.8
"310",41000334,"KOR",10,1,"KOR02",NA,NA,3.4
"311",41000336,"KOR",10,2,"KOR02",NA,NA,2.8
"312",41000337,"KOR",10,2,"KOR03",NA,NA,4.2
"313",41000338,"KOR",10,1,"KOR02",NA,NA,3.4
"314",41000339,"KOR",10,2,"KOR02",NA,NA,4
"315",41000340,"KOR",10,1,"KOR02",1,1.07142857142857,3.8
"316",41000341,"KOR",10,2,"KOR02",1.25,1.22222222222222,2.8
"317",41000342,"KOR",10,1,"KOR02",NA,NA,3
"318",41000343,"KOR",10,2,"KOR02",2,1.18181818181818,3.2
"319",41000344,"KOR",10,2,"KOR03",NA,NA,3
"320",41000345,"KOR",10,2,"KOR03",0.666666666666667,1.09090909090909,3.6
"321",41000346,"KOR",9,2,"KOR01",NA,NA,4.2
"322",41000347,"KOR",10,1,"KOR03",1.5,1.22222222222222,2.6
"323",41000348,"KOR",10,2,"KOR03",NA,NA,3.6
"324",41000349,"KOR",10,1,"KOR02",NA,NA,2.8
"325",41000350,"KOR",10,2,"KOR02",NA,NA,4
"326",41000351,"KOR",10,2,"KOR02",2,1.6,3.2
"327",41000352,"KOR",10,2,"KOR02",NA,NA,3.4
"328",41000353,"KOR",10,2,"KOR02",NA,NA,3.8
"329",41000354,"KOR",10,1,"KOR02",2,1.57142857142857,3.4
"330",41000355,"KOR",10,1,"KOR03",NA,NA,3
"331",41000356,"KOR",10,1,"KOR03",NA,NA,2.8
"332",41000357,"KOR",10,1,"KOR02",NA,NA,2.4
"333",41000358,"KOR",10,2,"KOR02",1,1.44444444444444,3.6
"334",41000359,"KOR",10,1,"KOR02",NA,NA,3.2
"335",41000360,"KOR",10,2,"KOR02",NA,NA,2.6
"336",41000361,"KOR",10,1,"KOR02",NA,NA,2.6
"337",41000362,"KOR",10,2,"KOR02",NA,NA,2.8
"338",41000363,"KOR",10,1,"KOR02",NA,NA,3
"339",41000364,"KOR",10,2,"KOR02",NA,NA,3.8
"340",41000365,"KOR",10,2,"KOR02",NA,1.14285714285714,3
"341",41000366,"KOR",10,1,"KOR03",2,1.44444444444444,5
"342",41000367,"KOR",10,1,"KOR02",NA,NA,3.6
"343",41000368,"KOR",10,1,"KOR02",NA,NA,3.2
"344",41000369,"KOR",10,2,"KOR02",2,1.64285714285714,3.6
"345",41000370,"KOR",10,2,"KOR02",NA,NA,2.8
"346",41000372,"KOR",10,2,"KOR03",2,1.35714285714286,2.8
"347",41000373,"KOR",10,2,"KOR02",NA,NA,2.8
"348",41000374,"KOR",10,1,"KOR02",0.5,0.75,3.2
"349",41000375,"KOR",10,1,"KOR02",2,1.4,2.8
"350",41000376,"KOR",10,1,"KOR02",0,1.2,3
"351",41000377,"KOR",10,1,"KOR02",2,1.42857142857143,3.6
"352",41000378,"KOR",10,2,"KOR02",NA,NA,3.2
"353",41000379,"KOR",10,1,"KOR03",1,1.71428571428571,4
"354",41000380,"KOR",10,1,"KOR02",2,1.55555555555556,3.4
"355",41000381,"KOR",10,2,"KOR02",NA,NA,3
"356",41000382,"KOR",9,2,"KOR01",1,1.42857142857143,3
"357",41000383,"KOR",10,1,"KOR03",NA,NA,3.2
"358",41000384,"KOR",10,1,"KOR02",NA,NA,3.4
"359",41000385,"KOR",10,2,"KOR02",NA,NA,4.2
"360",41000386,"KOR",10,1,"KOR02",NA,NA,3.2
"361",41000387,"KOR",10,1,"KOR02",0.333333333333333,1.07142857142857,2.4
"362",41000388,"KOR",10,1,"KOR02",NA,NA,2.8
"363",41000389,"KOR",10,1,"KOR02",NA,NA,3.6
"364",41000390,"KOR",10,1,"KOR02",NA,NA,3.2
"365",41000391,"KOR",10,2,"KOR02",2,1,2.4
"366",41000392,"KOR",10,2,"KOR02",NA,NA,2.8
"367",41000393,"KOR",10,2,"KOR02",NA,NA,3
"368",41000394,"KOR",9,1,"KOR01",NA,NA,2.8
"369",41000395,"KOR",10,2,"KOR02",0.666666666666667,1,3.6
"370",41000396,"KOR",10,2,"KOR02",NA,NA,4
"371",41000398,"KOR",10,2,"KOR02",NA,NA,3.2
"372",41000399,"KOR",9,2,"KOR05",0.333333333333333,0.222222222222222,3.2
"373",41000400,"KOR",10,1,"KOR02",NA,1.6,3.8
"374",41000401,"KOR",10,1,"KOR02",2,1.33333333333333,2.4
"375",41000402,"KOR",10,1,"KOR02",NA,NA,3.2
"376",41000403,"KOR",10,1,"KOR02",1.75,1.66666666666667,3
"377",41000404,"KOR",10,1,"KOR02",2,1.7,2.6
"378",41000405,"KOR",10,1,"KOR02",0.666666666666667,1,3
"379",41000406,"KOR",10,2,"KOR05",NA,NA,4.2
"380",41000407,"KOR",9,1,"KOR01",NA,NA,2.6
"381",41000408,"KOR",10,2,"KOR02",NA,NA,3.2
"382",41000409,"KOR",10,1,"KOR03",NA,NA,2.2
"383",41000410,"KOR",10,2,"KOR02",0.5,1.07142857142857,3.4
"384",41000411,"KOR",10,1,"KOR02",NA,NA,2.4
"385",41000413,"KOR",10,1,"KOR02",1.33333333333333,1.46666666666667,4.2
"386",41000414,"KOR",10,2,"KOR03",0.2,0.461538461538462,3.2
"387",41000415,"KOR",10,1,"KOR02",NA,NA,3.2
"388",41000416,"KOR",10,2,"KOR02",NA,NA,2.6
"389",41000417,"KOR",10,1,"KOR02",NA,NA,2.8
"390",41000418,"KOR",10,2,"KOR02",1.33333333333333,1.27272727272727,3.2
"391",41000419,"KOR",10,1,"KOR02",NA,NA,3.8
"392",41000421,"KOR",10,2,"KOR02",NA,NA,2.6
"393",41000423,"KOR",10,2,"KOR02",NA,NA,3
"394",41000424,"KOR",10,1,"KOR02",NA,NA,3.2
"395",41000425,"KOR",10,2,"KOR02",NA,NA,3.2
"396",41000426,"KOR",10,1,"KOR02",NA,NA,2.6
"397",41000427,"KOR",9,2,"KOR01",NA,NA,NA
"398",41000428,"KOR",10,1,"KOR02",1,1.46666666666667,2.8
"399",41000429,"KOR",10,1,"KOR02",0.666666666666667,1.28571428571429,2.6
"400",41000430,"KOR",10,1,"KOR02",NA,NA,3.4
"401",41000431,"KOR",10,2,"KOR03",NA,NA,3.4
"402",41000432,"KOR",10,1,"KOR02",2,1.53846153846154,2.8
"403",41000433,"KOR",10,2,"KOR03",NA,NA,3.2
"404",41000434,"KOR",10,1,"KOR02",NA,NA,5
"405",41000435,"KOR",10,2,"KOR02",1,1.13333333333333,3
"406",41000436,"KOR",10,2,"KOR03",0.666666666666667,0.714285714285714,3
"407",41000437,"KOR",10,2,"KOR02",NA,NA,3
"408",41000438,"KOR",10,2,"KOR02",NA,NA,4.2
"409",41000439,"KOR",10,1,"KOR04",NA,NA,3.2
"410",41000440,"KOR",10,1,"KOR02",NA,NA,3.6
"411",41000442,"KOR",10,2,"KOR02",NA,NA,2.8
"412",41000443,"KOR",10,2,"KOR02",0.666666666666667,0.928571428571429,3
"413",41000444,"KOR",10,1,"KOR02",NA,1.7,3.6
"414",41000445,"KOR",10,1,"KOR02",NA,1.28571428571429,3.2
"415",41000446,"KOR",10,2,"KOR02",0.25,0.444444444444444,3.2
"416",41000447,"KOR",10,1,"KOR02",NA,NA,2.6
"417",41000448,"KOR",10,1,"KOR02",NA,NA,NA
"418",41000449,"KOR",10,2,"KOR02",NA,NA,3.6
"419",41000450,"KOR",10,2,"KOR02",1.33333333333333,1.26666666666667,2.4
"420",41000451,"KOR",10,1,"KOR02",1,1.35714285714286,3.2
"421",41000452,"KOR",10,2,"KOR03",NA,NA,3.2
