"","CNTSTUID","CNT.x","ST001D01T","ST004D01T","STRATUM","ave_cr_social","ave_cr","ave_emp"
"3123",41003340,"KOR",10,2,"KOR03",2,1.33333333333333,4.2
"3124",41003341,"KOR",10,1,"KOR02",NA,NA,2.6
"3125",41003342,"KOR",10,1,"KOR03",1.5,1.22222222222222,3.4
"3126",41003343,"KOR",10,1,"KOR02",NA,NA,2.8
"3127",41003344,"KOR",10,2,"KOR02",NA,NA,3.2
"3128",41003345,"KOR",10,1,"KOR02",NA,NA,3
"3129",41003347,"KOR",10,2,"KOR03",NA,NA,3
"3130",41003348,"KOR",10,2,"KOR02",0,0.444444444444444,3.2
"3131",41003349,"KOR",10,2,"KOR02",1.66666666666667,1,3.2
"3132",41003350,"KOR",10,2,"KOR02",NA,NA,4
"3133",41003351,"KOR",10,1,"KOR02",2,1.75,4
"3134",41003352,"KOR",10,2,"KOR02",NA,NA,3.4
"3135",41003353,"KOR",10,2,"KOR02",NA,NA,3.6
"3136",41003354,"KOR",10,1,"KOR02",NA,NA,3.2
"3137",41003355,"KOR",9,2,"KOR01",NA,NA,2.8
"3138",41003356,"KOR",10,2,"KOR02",NA,NA,2
"3139",41003357,"KOR",10,1,"KOR02",NA,NA,3.4
"3140",41003358,"KOR",10,2,"KOR03",NA,NA,2.4
"3141",41003359,"KOR",10,2,"KOR02",NA,NA,2.8
"3142",41003360,"KOR",10,1,"KOR02",2,1.55555555555556,4.2
"3143",41003361,"KOR",10,1,"KOR02",0.5,0.692307692307692,2.4
"3144",41003362,"KOR",10,1,"KOR03",NA,NA,2.2
"3145",41003363,"KOR",10,2,"KOR02",1.33333333333333,1.2,3.6
"3146",41003364,"KOR",10,1,"KOR02",NA,NA,4
"3147",41003365,"KOR",10,1,"KOR02",NA,NA,3.4
"3148",41003366,"KOR",10,2,"KOR05",NA,NA,NA
"3149",41003367,"KOR",10,2,"KOR02",1.5,1.35714285714286,3.6
"3150",41003368,"KOR",10,1,"KOR02",NA,NA,2.8
"3151",41003369,"KOR",10,2,"KOR03",NA,NA,3
"3152",41003370,"KOR",10,1,"KOR02",1,1.30769230769231,3.4
"3153",41003371,"KOR",9,2,"KOR01",0,0.625,2.8
"3154",41003372,"KOR",10,1,"KOR02",NA,NA,3.4
"3155",41003373,"KOR",10,2,"KOR02",NA,NA,3.8
"3156",41003374,"KOR",10,2,"KOR03",NA,NA,3
"3157",41003375,"KOR",10,2,"KOR03",NA,NA,2.8
"3158",41003376,"KOR",10,2,"KOR02",NA,NA,5
"3159",41003377,"KOR",10,2,"KOR02",0.8,1,3
"3160",41003378,"KOR",10,1,"KOR02",NA,NA,2
"3161",41003379,"KOR",10,2,"KOR02",0.5,1,3.6
"3162",41003380,"KOR",10,2,"KOR02",NA,NA,2.8
"3163",41003381,"KOR",10,1,"KOR03",NA,NA,3.4
"3164",41003382,"KOR",10,1,"KOR02",NA,NA,3
"3165",41003383,"KOR",10,1,"KOR03",NA,NA,3.6
"3166",41003384,"KOR",10,2,"KOR03",0.666666666666667,1.4,2
"3167",41003385,"KOR",10,2,"KOR02",NA,NA,4.2
"3168",41003386,"KOR",10,1,"KOR02",NA,NA,4.8
"3169",41003387,"KOR",10,1,"KOR02",NA,NA,4.2
"3170",41003388,"KOR",10,2,"KOR02",NA,NA,3.2
"3171",41003389,"KOR",10,1,"KOR02",NA,NA,4.2
"3172",41003390,"KOR",10,2,"KOR02",NA,NA,3.2
"3173",41003391,"KOR",10,2,"KOR02",NA,NA,3
"3174",41003392,"KOR",10,1,"KOR02",1.66666666666667,1.57142857142857,3.6
"3175",41003393,"KOR",10,2,"KOR02",2,1.8,3.8
"3176",41003394,"KOR",10,1,"KOR02",NA,NA,3.4
"3177",41003395,"KOR",10,2,"KOR02",NA,NA,3.8
"3178",41003396,"KOR",10,1,"KOR02",2,1.41666666666667,3.2
"3179",41003397,"KOR",10,2,"KOR02",NA,NA,2.6
"3180",41003398,"KOR",10,1,"KOR02",2,1.66666666666667,3.4
"3181",41003399,"KOR",10,2,"KOR02",NA,NA,2.6
"3182",41003400,"KOR",9,2,"KOR01",1,1.33333333333333,3.2
"3183",41003401,"KOR",10,2,"KOR02",NA,NA,3.8
"3184",41003402,"KOR",10,2,"KOR02",1,1.33333333333333,2.8
"3185",41003403,"KOR",9,2,"KOR01",NA,NA,2.8
"3186",41003404,"KOR",10,1,"KOR02",NA,NA,3
"3187",41003406,"KOR",10,2,"KOR03",NA,NA,4.2
"3188",41003407,"KOR",10,1,"KOR02",1.66666666666667,1.35714285714286,3.4
"3189",41003408,"KOR",10,2,"KOR02",NA,NA,3.6
"3190",41003409,"KOR",10,1,"KOR02",NA,NA,2
"3191",41003410,"KOR",10,1,"KOR02",1,0.642857142857143,3.4
"3192",41003411,"KOR",10,2,"KOR02",NA,NA,3.8
"3193",41003412,"KOR",10,2,"KOR02",NA,NA,3.4
"3194",41003413,"KOR",10,1,"KOR02",NA,NA,3.4
"3195",41003415,"KOR",9,2,"KOR01",NA,NA,2.8
"3196",41003416,"KOR",10,1,"KOR02",NA,NA,2.6
"3197",41003417,"KOR",10,2,"KOR02",NA,NA,3.8
"3198",41003418,"KOR",10,2,"KOR03",0,0.285714285714286,2.4
"3199",41003419,"KOR",10,1,"KOR03",1,0.333333333333333,2.2
"3200",41003420,"KOR",10,2,"KOR02",NA,NA,3
"3201",41003421,"KOR",10,2,"KOR02",NA,NA,3.8
"3202",41003422,"KOR",10,2,"KOR02",NA,NA,2.6
"3203",41003423,"KOR",10,1,"KOR02",NA,NA,3.2
"3204",41003425,"KOR",10,1,"KOR02",NA,NA,4.4
"3205",41003426,"KOR",10,1,"KOR02",NA,NA,4
"3206",41003427,"KOR",10,1,"KOR02",0.333333333333333,1.33333333333333,3.6
"3207",41003428,"KOR",10,2,"KOR02",NA,NA,3.6
"3208",41003429,"KOR",10,1,"KOR02",NA,NA,3.2
"3209",41003430,"KOR",10,2,"KOR02",NA,NA,3
"3210",41003432,"KOR",10,1,"KOR02",2,1.33333333333333,3.2
"3211",41003433,"KOR",10,2,"KOR02",NA,NA,3.6
"3212",41003434,"KOR",10,1,"KOR02",0.333333333333333,1.4,3.6
"3213",41003435,"KOR",10,2,"KOR03",NA,NA,3.4
"3214",41003436,"KOR",10,2,"KOR02",NA,NA,3.6
"3215",41003437,"KOR",10,1,"KOR02",0,0.857142857142857,3.8
"3216",41003438,"KOR",10,2,"KOR02",NA,NA,3.2
"3217",41003439,"KOR",10,1,"KOR02",1.2,1.30769230769231,3.4
"3218",41003440,"KOR",9,2,"KOR01",0.4,0.214285714285714,2.4
"3219",41003441,"KOR",10,2,"KOR03",0,0.8,3
"3220",41003442,"KOR",10,1,"KOR02",2,1.6,3
"3221",41003443,"KOR",10,1,"KOR02",NA,NA,3.2
"3222",41003444,"KOR",9,2,"KOR01",NA,NA,2.8
"3223",41003445,"KOR",9,2,"KOR01",NA,NA,2.8
"3224",41003446,"KOR",10,1,"KOR03",NA,NA,3.2
"3225",41003447,"KOR",10,2,"KOR02",NA,NA,3
"3226",41003448,"KOR",10,2,"KOR03",NA,NA,3
"3227",41003449,"KOR",10,1,"KOR02",1,1.5,3.2
"3228",41003450,"KOR",10,1,"KOR03",NA,NA,3
"3229",41003452,"KOR",10,2,"KOR02",NA,NA,3
"3230",41003453,"KOR",10,1,"KOR02",0.8,1.21428571428571,3.2
"3231",41003454,"KOR",10,2,"KOR03",NA,NA,3.2
"3232",41003456,"KOR",10,2,"KOR03",NA,NA,2.8
"3233",41003457,"KOR",10,1,"KOR03",NA,NA,3.6
"3234",41003458,"KOR",10,2,"KOR03",NA,NA,2.8
"3235",41003459,"KOR",9,2,"KOR01",NA,NA,3.2
"3236",41003460,"KOR",10,1,"KOR02",NA,NA,4.6
"3237",41003461,"KOR",10,2,"KOR03",0,0.461538461538462,3
"3238",41003462,"KOR",10,2,"KOR02",NA,NA,3
"3239",41003463,"KOR",10,1,"KOR02",NA,NA,4.2
"3240",41003464,"KOR",10,2,"KOR02",NA,NA,3
"3241",41003465,"KOR",10,1,"KOR02",NA,NA,3
"3242",41003466,"KOR",10,1,"KOR02",NA,NA,3.4
"3243",41003467,"KOR",10,2,"KOR03",0,0,3.6
"3244",41003468,"KOR",9,2,"KOR01",NA,NA,3
"3245",41003469,"KOR",10,2,"KOR02",NA,NA,4.2
"3246",41003470,"KOR",9,2,"KOR01",0.666666666666667,1,3.6
"3247",41003471,"KOR",10,1,"KOR02",NA,NA,4.2
"3248",41003472,"KOR",10,1,"KOR03",NA,NA,3.8
"3249",41003475,"KOR",10,2,"KOR03",NA,NA,3
"3250",41003476,"KOR",10,1,"KOR02",2,1.33333333333333,1.8
"3251",41003477,"KOR",10,1,"KOR02",NA,NA,3
"3252",41003478,"KOR",10,2,"KOR02",NA,NA,2.8
"3253",41003479,"KOR",10,1,"KOR02",NA,NA,3.2
"3254",41003480,"KOR",10,1,"KOR02",NA,NA,3.4
"3255",41003481,"KOR",10,1,"KOR02",NA,NA,2.6
"3256",41003482,"KOR",10,1,"KOR02",NA,NA,3.2
"3257",41003483,"KOR",10,1,"KOR02",1,1.55555555555556,4.2
"3258",41003484,"KOR",9,1,"KOR01",NA,NA,2.4
"3259",41003485,"KOR",10,1,"KOR02",NA,NA,2.8
"3260",41003486,"KOR",10,2,"KOR02",NA,NA,3.6
"3261",41003487,"KOR",10,2,"KOR02",1,1.42857142857143,2.4
"3262",41003488,"KOR",10,2,"KOR02",0,0.875,3.8
"3263",41003489,"KOR",10,2,"KOR03",NA,NA,2.6
"3264",41003490,"KOR",10,2,"KOR02",0.666666666666667,1.13333333333333,2.6
"3265",41003491,"KOR",10,2,"KOR02",NA,NA,2.4
"3266",41003492,"KOR",10,2,"KOR02",NA,NA,3.4
"3267",41003493,"KOR",10,2,"KOR02",NA,NA,4
"3268",41003494,"KOR",10,2,"KOR02",NA,NA,3.6
"3269",41003495,"KOR",10,2,"KOR02",NA,NA,3
"3270",41003496,"KOR",10,2,"KOR03",NA,NA,4.2
"3271",41003498,"KOR",10,1,"KOR02",NA,NA,3.2
"3272",41003499,"KOR",10,2,"KOR03",NA,NA,3
"3273",41003500,"KOR",10,2,"KOR02",NA,NA,3
"3274",41003501,"KOR",10,1,"KOR02",NA,NA,4.2
"3275",41003502,"KOR",10,1,"KOR02",1.5,1.26666666666667,3
"3276",41003503,"KOR",10,2,"KOR02",1.66666666666667,1.11111111111111,2.8
"3277",41003504,"KOR",10,1,"KOR02",NA,NA,3.2
"3278",41003505,"KOR",10,1,"KOR03",NA,NA,2.6
"3279",41003506,"KOR",9,2,"KOR01",NA,NA,3.4
"3280",41003507,"KOR",10,2,"KOR02",NA,NA,2.8
"3281",41003509,"KOR",10,1,"KOR02",0.5,1.14285714285714,4.2
"3282",41003510,"KOR",10,2,"KOR03",NA,NA,2.8
"3283",41003511,"KOR",10,2,"KOR02",0.666666666666667,1.26666666666667,3.4
"3284",41003512,"KOR",10,2,"KOR03",NA,NA,2.8
"3285",41003513,"KOR",9,1,"KOR01",NA,NA,2.6
"3286",41003514,"KOR",10,2,"KOR02",NA,NA,2.8
"3287",41003517,"KOR",10,1,"KOR02",NA,NA,2.2
"3288",41003518,"KOR",10,2,"KOR02",NA,NA,3
"3289",41003519,"KOR",10,1,"KOR02",NA,NA,3.4
"3290",41003521,"KOR",10,1,"KOR02",NA,NA,3.4
"3291",41003522,"KOR",10,1,"KOR02",2,1.42857142857143,2
"3292",41003523,"KOR",10,1,"KOR02",NA,NA,2.6
"3293",41003524,"KOR",10,2,"KOR03",NA,NA,4
"3294",41003525,"KOR",10,2,"KOR02",NA,NA,2.6
"3295",41003526,"KOR",10,2,"KOR02",NA,NA,3.4
"3296",41003527,"KOR",10,1,"KOR02",1,1.14285714285714,3
"3297",41003528,"KOR",10,2,"KOR02",NA,1.26666666666667,3.4
"3298",41003529,"KOR",10,2,"KOR02",NA,NA,3.2
"3299",41003530,"KOR",10,2,"KOR02",NA,NA,3.2
"3300",41003531,"KOR",10,1,"KOR02",NA,NA,3
"3301",41003532,"KOR",10,1,"KOR02",NA,1.53333333333333,3.2
"3302",41003533,"KOR",10,2,"KOR02",NA,NA,3
"3303",41003534,"KOR",10,1,"KOR02",NA,NA,3.6
"3304",41003535,"KOR",10,2,"KOR02",2,1.6,4
"3305",41003536,"KOR",10,2,"KOR02",NA,1.33333333333333,4.2
"3306",41003537,"KOR",10,1,"KOR03",NA,NA,4.4
"3307",41003538,"KOR",10,1,"KOR02",NA,NA,2.8
"3308",41003539,"KOR",10,2,"KOR02",NA,NA,3.6
"3309",41003540,"KOR",10,2,"KOR02",NA,NA,2.6
"3310",41003541,"KOR",10,2,"KOR02",1,1.22222222222222,5
"3311",41003542,"KOR",10,2,"KOR02",0.333333333333333,1.06666666666667,2.4
"3312",41003543,"KOR",10,2,"KOR02",0,0.571428571428571,3
"3313",41003544,"KOR",10,1,"KOR02",2,1.66666666666667,3.4
"3314",41003545,"KOR",10,1,"KOR02",NA,NA,3.4
"3315",41003546,"KOR",10,2,"KOR03",NA,NA,3
"3316",41003547,"KOR",10,1,"KOR03",NA,NA,2.6
"3317",41003548,"KOR",10,2,"KOR02",NA,NA,3.2
"3318",41003549,"KOR",10,1,"KOR02",NA,NA,2.2
"3319",41003550,"KOR",10,1,"KOR02",NA,NA,3.6
"3320",41003551,"KOR",10,1,"KOR02",NA,NA,3.4
"3321",41003552,"KOR",10,2,"KOR02",NA,NA,3.4
"3322",41003553,"KOR",10,2,"KOR02",NA,NA,3.2
"3323",41003554,"KOR",10,2,"KOR02",0.75,0.888888888888889,3.6
"3324",41003556,"KOR",10,1,"KOR02",1.4,1.5,3.2
"3325",41003557,"KOR",10,2,"KOR02",NA,NA,3
"3326",41003558,"KOR",10,1,"KOR02",1,0.555555555555556,2.6
"3327",41003559,"KOR",10,1,"KOR02",2,1.6,3.2
"3328",41003560,"KOR",10,1,"KOR02",NA,NA,2.4
"3329",41003562,"KOR",10,1,"KOR02",NA,NA,3
"3330",41003563,"KOR",10,2,"KOR02",NA,NA,2.2
"3331",41003564,"KOR",10,2,"KOR02",NA,1.33333333333333,4.2
"3332",41003566,"KOR",10,1,"KOR02",1.4,1.07692307692308,2.8
"3333",41003568,"KOR",10,1,"KOR03",NA,NA,2.8
"3334",41003569,"KOR",10,2,"KOR02",0.333333333333333,0.857142857142857,3
"3335",41003570,"KOR",10,1,"KOR02",NA,NA,1
"3336",41003571,"KOR",10,2,"KOR02",NA,NA,3.4
"3337",41003572,"KOR",10,2,"KOR02",NA,NA,3.4
"3338",41003573,"KOR",10,2,"KOR03",NA,NA,3.4
"3339",41003574,"KOR",10,2,"KOR02",NA,NA,3.6
"3340",41003575,"KOR",10,1,"KOR03",NA,NA,3
"3341",41003576,"KOR",10,2,"KOR03",NA,NA,3.2
"3342",41003577,"KOR",10,1,"KOR02",1.6,1.28571428571429,3.4
"3343",41003578,"KOR",10,2,"KOR04",1.66666666666667,1.42857142857143,3.6
"3344",41003579,"KOR",10,2,"KOR02",NA,NA,2.8
"3345",41003580,"KOR",10,2,"KOR02",NA,NA,3
"3346",41003581,"KOR",10,1,"KOR02",1.66666666666667,1.21428571428571,2.8
"3347",41003583,"KOR",10,1,"KOR03",NA,NA,3.2
"3348",41003584,"KOR",10,1,"KOR02",NA,NA,3.4
"3349",41003586,"KOR",10,2,"KOR02",NA,NA,3.2
"3350",41003587,"KOR",10,1,"KOR02",NA,NA,3.6
"3351",41003588,"KOR",10,2,"KOR02",1.5,1.73333333333333,3.6
"3352",41003590,"KOR",10,1,"KOR02",NA,NA,3
"3353",41003591,"KOR",10,2,"KOR02",1,1.35714285714286,2.4
"3354",41003592,"KOR",10,1,"KOR02",NA,NA,3.4
"3355",41003593,"KOR",10,1,"KOR03",NA,NA,3.2
"3356",41003594,"KOR",10,2,"KOR02",NA,NA,2.4
"3357",41003595,"KOR",10,2,"KOR03",NA,NA,3.2
"3358",41003596,"KOR",10,2,"KOR02",NA,NA,3.8
"3359",41003598,"KOR",10,1,"KOR02",NA,NA,3.6
"3360",41003599,"KOR",10,1,"KOR02",NA,NA,3.6
"3361",41003600,"KOR",10,1,"KOR03",NA,NA,4
"3362",41003601,"KOR",10,1,"KOR02",NA,NA,3.2
"3363",41003602,"KOR",10,2,"KOR02",NA,NA,3.2
"3364",41003603,"KOR",10,2,"KOR02",NA,NA,2.8
"3365",41003604,"KOR",10,1,"KOR02",NA,NA,2.8
"3366",41003605,"KOR",10,2,"KOR02",0.2,0.571428571428571,3.6
"3367",41003607,"KOR",10,2,"KOR02",NA,NA,3.4
"3368",41003608,"KOR",10,2,"KOR03",NA,1.26666666666667,3
"3369",41003609,"KOR",10,2,"KOR02",NA,NA,3
"3370",41003610,"KOR",10,2,"KOR02",NA,NA,3.4
"3371",41003611,"KOR",10,2,"KOR02",1.33333333333333,1.44444444444444,3.8
"3372",41003612,"KOR",10,2,"KOR02",NA,NA,3.6
"3373",41003613,"KOR",10,2,"KOR02",NA,NA,NA
"3374",41003614,"KOR",10,1,"KOR02",NA,NA,3.4
"3375",41003615,"KOR",10,1,"KOR02",2,1.57142857142857,3.2
"3376",41003616,"KOR",10,1,"KOR03",NA,NA,3.4
"3377",41003617,"KOR",10,1,"KOR02",2,1.6,2.8
"3378",41003618,"KOR",9,2,"KOR01",0,1.33333333333333,2.6
"3379",41003619,"KOR",10,1,"KOR02",NA,NA,2.6
"3380",41003620,"KOR",10,1,"KOR02",NA,NA,2.8
"3381",41003621,"KOR",10,2,"KOR02",NA,NA,3
"3382",41003622,"KOR",10,2,"KOR02",NA,NA,4
"3383",41003623,"KOR",10,2,"KOR03",NA,NA,2.8
"3384",41003624,"KOR",10,2,"KOR02",1.5,1,3
"3385",41003625,"KOR",10,2,"KOR02",1.33333333333333,1.33333333333333,2.6
"3386",41003626,"KOR",10,1,"KOR02",NA,NA,3.4
"3387",41003627,"KOR",10,1,"KOR03",1,1.2,3.6
"3388",41003628,"KOR",10,2,"KOR02",NA,NA,3.6
"3389",41003629,"KOR",10,2,"KOR02",1,1.3,2.4
"3390",41003630,"KOR",10,2,"KOR03",NA,NA,3.4
"3391",41003631,"KOR",10,2,"KOR03",1.66666666666667,1.22222222222222,2.8
"3392",41003632,"KOR",10,1,"KOR02",NA,NA,3.6
"3393",41003633,"KOR",10,2,"KOR02",NA,NA,3.4
"3394",41003634,"KOR",10,1,"KOR02",1.33333333333333,1.53333333333333,3.6
"3395",41003635,"KOR",10,1,"KOR02",NA,NA,2.8
"3396",41003636,"KOR",9,2,"KOR01",NA,NA,3.6
"3397",41003637,"KOR",10,1,"KOR02",NA,NA,3.2
"3398",41003638,"KOR",10,1,"KOR02",2,1.4,3.6
"3399",41003639,"KOR",10,1,"KOR02",NA,NA,3.4
"3400",41003640,"KOR",10,2,"KOR02",NA,NA,2.8
"3401",41003641,"KOR",10,2,"KOR02",NA,NA,3.2
"3402",41003643,"KOR",10,2,"KOR03",NA,NA,2.4
"3403",41003644,"KOR",10,1,"KOR02",1.5,1.33333333333333,3
"3404",41003645,"KOR",10,2,"KOR03",NA,NA,3.6
"3405",41003646,"KOR",10,1,"KOR03",NA,NA,3.2
"3406",41003647,"KOR",10,2,"KOR02",NA,NA,3
"3407",41003648,"KOR",10,1,"KOR02",1.33333333333333,1.66666666666667,3
"3408",41003649,"KOR",10,1,"KOR02",NA,NA,3
"3409",41003650,"KOR",10,2,"KOR02",NA,NA,3
"3410",41003651,"KOR",10,1,"KOR02",NA,NA,3.2
"3411",41003653,"KOR",10,2,"KOR02",NA,NA,3.2
"3412",41003654,"KOR",10,1,"KOR02",NA,NA,2.6
"3413",41003655,"KOR",10,2,"KOR02",NA,NA,2.2
"3414",41003658,"KOR",10,1,"KOR02",NA,NA,3.2
"3415",41003659,"KOR",10,1,"KOR02",NA,NA,3.2
"3416",41003660,"KOR",10,1,"KOR02",NA,NA,2.6
"3417",41003661,"KOR",10,1,"KOR02",0,1.2,3.6
"3418",41003662,"KOR",10,2,"KOR02",0,1.2,2.8
"3419",41003663,"KOR",10,1,"KOR02",NA,NA,3.4
"3420",41003664,"KOR",10,2,"KOR02",0.5,1,3.8
"3421",41003665,"KOR",10,2,"KOR02",1,1.30769230769231,2.6
"3422",41003666,"KOR",10,1,"KOR02",2,1.55555555555556,2.8
"3423",41003667,"KOR",10,2,"KOR02",NA,NA,3.4
"3424",41003668,"KOR",10,1,"KOR02",2,1.28571428571429,4.2
"3425",41003669,"KOR",10,1,"KOR02",NA,NA,2.8
"3426",41003670,"KOR",10,1,"KOR04",NA,NA,3.4
"3427",41003671,"KOR",10,1,"KOR02",0.75,1,3.4
"3428",41003673,"KOR",10,2,"KOR03",NA,1.25,2.8
"3429",41003674,"KOR",10,2,"KOR02",NA,1.53846153846154,2.2
"3430",41003675,"KOR",10,2,"KOR02",2,1.4,3
"3431",41003676,"KOR",10,2,"KOR02",NA,NA,3.2
"3432",41003677,"KOR",10,2,"KOR03",NA,NA,3.6
"3433",41003678,"KOR",10,1,"KOR02",NA,NA,4
"3434",41003679,"KOR",10,2,"KOR02",NA,NA,3.2
"3435",41003680,"KOR",10,2,"KOR02",NA,NA,3.4
"3436",41003681,"KOR",10,1,"KOR02",NA,NA,2
"3437",41003682,"KOR",10,1,"KOR02",NA,NA,3.4
"3438",41003683,"KOR",10,2,"KOR02",NA,NA,3
"3439",41003684,"KOR",10,2,"KOR02",NA,NA,2.6
"3440",41003685,"KOR",10,1,"KOR03",NA,NA,3.4
"3441",41003686,"KOR",10,1,"KOR02",NA,NA,4.2
"3442",41003687,"KOR",10,2,"KOR02",NA,NA,3.2
"3443",41003688,"KOR",10,2,"KOR05",NA,NA,3.6
"3444",41003689,"KOR",9,1,"KOR01",2,1.4,3.6
"3445",41003690,"KOR",10,2,"KOR02",NA,NA,3.4
"3446",41003691,"KOR",10,2,"KOR02",NA,NA,2.8
"3447",41003692,"KOR",10,2,"KOR04",NA,NA,2.8
"3448",41003693,"KOR",10,2,"KOR02",NA,NA,2.4
"3449",41003695,"KOR",10,2,"KOR02",NA,NA,3.4
"3450",41003696,"KOR",10,2,"KOR03",NA,NA,NA
"3451",41003697,"KOR",10,1,"KOR02",1,1.22222222222222,3.4
"3452",41003698,"KOR",10,1,"KOR02",NA,NA,3.6
"3453",41003699,"KOR",10,2,"KOR02",NA,NA,3
"3454",41003700,"KOR",9,1,"KOR01",NA,NA,2.8
"3455",41003701,"KOR",10,1,"KOR02",NA,NA,3
"3456",41003702,"KOR",10,1,"KOR02",NA,NA,3.2
"3457",41003703,"KOR",10,2,"KOR02",NA,NA,3
"3458",41003704,"KOR",10,1,"KOR02",NA,NA,2.6
"3459",41003705,"KOR",10,1,"KOR02",NA,NA,1.8
"3460",41003706,"KOR",10,2,"KOR02",NA,NA,2.8
"3461",41003707,"KOR",10,2,"KOR02",NA,NA,3.2
"3462",41003708,"KOR",10,2,"KOR02",1.66666666666667,1.28571428571429,3.2
"3463",41003709,"KOR",10,1,"KOR02",NA,NA,3
"3464",41003710,"KOR",10,2,"KOR02",0,0.714285714285714,3.4
"3465",41003711,"KOR",10,2,"KOR02",NA,NA,3.4
"3466",41003712,"KOR",10,2,"KOR02",NA,NA,3.4
"3467",41003713,"KOR",10,1,"KOR02",1.5,1.66666666666667,2.4
"3468",41003714,"KOR",10,1,"KOR02",NA,NA,3.6
"3469",41003715,"KOR",10,2,"KOR02",NA,NA,3.4
"3470",41003716,"KOR",10,2,"KOR02",NA,NA,2.2
"3471",41003717,"KOR",10,2,"KOR02",NA,NA,3.2
"3472",41003719,"KOR",10,2,"KOR02",2,0.888888888888889,3.6
"3473",41003720,"KOR",10,2,"KOR03",0,0.333333333333333,3.8
"3474",41003721,"KOR",10,1,"KOR02",NA,NA,3.4
"3475",41003722,"KOR",10,1,"KOR02",0.75,1,3.4
"3476",41003723,"KOR",10,2,"KOR02",NA,NA,3
"3477",41003724,"KOR",10,2,"KOR02",NA,NA,3
"3478",41003725,"KOR",10,2,"KOR02",1.5,1.42857142857143,2.6
"3479",41003726,"KOR",10,1,"KOR02",NA,NA,4
"3480",41003727,"KOR",10,1,"KOR02",1.33333333333333,0.888888888888889,3
"3481",41003728,"KOR",10,2,"KOR02",NA,NA,3.4
"3482",41003729,"KOR",10,2,"KOR03",2,1.125,NA
"3483",41003730,"KOR",10,2,"KOR02",0.5,0.375,2.6
"3484",41003731,"KOR",10,1,"KOR02",NA,NA,3
"3485",41003732,"KOR",10,2,"KOR02",NA,NA,4
"3486",41003733,"KOR",10,2,"KOR02",NA,NA,3.6
"3487",41003734,"KOR",10,1,"KOR02",NA,NA,3.4
"3488",41003735,"KOR",10,2,"KOR02",NA,NA,3.2
"3489",41003737,"KOR",10,2,"KOR02",NA,NA,3.2
"3490",41003738,"KOR",10,1,"KOR02",NA,NA,3.6
"3491",41003739,"KOR",10,1,"KOR02",NA,NA,3.4
"3492",41003740,"KOR",10,2,"KOR02",NA,NA,3.4
"3493",41003741,"KOR",10,2,"KOR02",NA,NA,2.6
"3494",41003742,"KOR",10,2,"KOR03",NA,NA,3.4
"3495",41003743,"KOR",10,2,"KOR02",NA,NA,3.2
"3496",41003744,"KOR",10,2,"KOR03",NA,NA,3.4
"3497",41003745,"KOR",10,1,"KOR02",NA,NA,3.2
"3498",41003746,"KOR",10,1,"KOR02",NA,NA,2.6
"3499",41003747,"KOR",10,2,"KOR02",NA,NA,3.8
"3500",41003748,"KOR",10,2,"KOR04",NA,NA,3.2
"3501",41003749,"KOR",10,2,"KOR02",NA,NA,2.4
"3502",41003750,"KOR",10,2,"KOR02",NA,NA,3
"3503",41003751,"KOR",10,1,"KOR02",NA,NA,2.2
"3504",41003752,"KOR",10,2,"KOR02",NA,NA,3.2
"3505",41003753,"KOR",10,1,"KOR02",NA,NA,3
"3506",41003754,"KOR",10,2,"KOR02",NA,NA,2.4
"3507",41003755,"KOR",10,1,"KOR02",NA,NA,3.6
"3508",41003756,"KOR",10,2,"KOR02",NA,NA,2.8
"3509",41003757,"KOR",10,1,"KOR02",0.8,0.857142857142857,2.8
"3510",41003758,"KOR",10,2,"KOR02",1,0.666666666666667,3.6
"3511",41003759,"KOR",10,2,"KOR02",1,1.5,3
"3512",41003760,"KOR",10,1,"KOR02",NA,NA,3
"3513",41003761,"KOR",10,2,"KOR02",NA,NA,3.2
"3514",41003762,"KOR",10,2,"KOR02",NA,NA,3
"3515",41003763,"KOR",10,2,"KOR02",NA,NA,2.6
"3516",41003764,"KOR",10,1,"KOR02",NA,NA,3.4
"3517",41003765,"KOR",10,1,"KOR02",NA,NA,3.2
"3518",41003766,"KOR",10,1,"KOR02",NA,1.13333333333333,2.8
"3519",41003767,"KOR",10,1,"KOR02",NA,NA,3.4
"3520",41003768,"KOR",10,1,"KOR02",NA,NA,3.8
"3521",41003769,"KOR",10,1,"KOR02",NA,NA,NA
"3522",41003770,"KOR",10,2,"KOR02",NA,NA,2.8
"3523",41003771,"KOR",10,2,"KOR02",NA,NA,3.6
"3524",41003772,"KOR",10,1,"KOR02",NA,NA,2.8
"3525",41003773,"KOR",10,2,"KOR02",NA,NA,3.2
"3526",41003774,"KOR",10,1,"KOR02",NA,NA,3.2
"3527",41003775,"KOR",10,1,"KOR02",2,1.55555555555556,3.8
"3528",41003776,"KOR",10,2,"KOR02",NA,NA,1
"3529",41003777,"KOR",10,2,"KOR02",NA,NA,2.4
"3530",41003778,"KOR",10,1,"KOR02",1.66666666666667,1.44444444444444,3.2
"3531",41003779,"KOR",10,1,"KOR02",NA,NA,3
"3532",41003780,"KOR",10,2,"KOR02",NA,NA,2.8
"3533",41003781,"KOR",10,1,"KOR02",NA,1,3.2
"3534",41003782,"KOR",10,2,"KOR02",NA,NA,2.4
"3535",41003783,"KOR",10,1,"KOR02",NA,NA,3.4
